Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest,LapTime_Seconds,RollingAvgLapTime,BaselineLapTime,LapTimeDelta,DegradationRate,AirTemp,TrackTemp,Humidity,WindSpeed
0 days 02:26:42.922000,LEC,0 days 00:01:32.353000,54.0,2.0,HARD,37.0,1,False,92.35300000000001,92.05,92.792,-0.43899999999999295,0.08800000000000807,26.9,32.9,58.0,4.0
0 days 02:26:44.487000,GAS,0 days 00:01:32.393000,54.0,2.0,HARD,39.0,1,False,92.393,92.855,92.815,-0.42199999999999704,-1.6740000000000066,26.9,32.9,58.0,4.0
0 days 02:26:49.089000,OCO,0 days 00:01:31.537000,54.0,2.0,MEDIUM,15.0,1,False,91.537,91.65366666666667,91.45400000000001,0.08299999999999841,-0.3049999999999926,26.9,32.9,58.0,4.0
0 days 02:26:52.255000,MAG,0 days 00:01:31.893000,54.0,2.0,HARD,40.0,1,False,91.893,91.84933333333333,92.833,-0.9399999999999977,0.20199999999999818,26.9,32.9,58.0,4.0
0 days 02:26:55.583000,TSU,0 days 00:01:31.482000,54.0,2.0,MEDIUM,18.0,1,False,91.482,91.49966666666667,92.294,-0.8119999999999976,-0.031999999999996476,27.0,32.9,59.0,4.5
0 days 02:26:56.676000,STR,0 days 00:01:31.076000,54.0,2.0,MEDIUM,13.0,1,False,91.076,91.37,91.426,-0.3500000000000085,-0.4450000000000074,27.0,32.9,59.0,4.5
0 days 02:27:00.669000,BOT,0 days 00:01:32.188000,54.0,2.0,HARD,39.0,1,False,92.188,92.61200000000001,92.981,-0.7929999999999922,-0.6669999999999874,27.0,32.9,59.0,4.5
0 days 02:27:01.631000,ALB,0 days 00:01:32.104000,54.0,2.0,HARD,32.0,1,False,92.104,92.108,92.07,0.034000000000006025,0.028000000000005798,27.0,32.9,59.0,4.5
0 days 02:27:02.464000,HUL,0 days 00:01:32.285000,54.0,2.0,MEDIUM,21.0,1,False,92.285,92.16466666666666,92.195,0.09000000000000341,0.21999999999999886,27.0,32.9,59.0,4.5
0 days 02:27:07.455000,ZHO,0 days 00:01:31.925000,54.0,2.0,MEDIUM,23.0,1,False,91.925,92.079,91.905,0.01999999999999602,-0.19400000000000261,27.0,32.9,59.0,4.5
0 days 02:27:14.440000,NOR,0 days 00:01:32.945000,54.0,2.0,HARD,50.0,1,False,92.945,93.084,93.237,-0.2920000000000016,-0.12800000000001432,27.0,32.9,59.0,4.5
0 days 02:27:18.296000,DEV,0 days 00:01:31.913000,54.0,2.0,HARD,39.0,1,True,91.913,92.03866666666666,93.018,-1.105000000000004,-0.15900000000000603,27.0,32.9,59.0,4.5
0 days 02:27:24.846000,VER,0 days 00:01:30.391000,55.0,2.0,MEDIUM,10.0,1,False,90.39099999999999,90.47633333333333,90.837,-0.44600000000001216,-0.1010000000000133,27.0,32.9,59.0,4.5
0 days 02:27:28.153000,PER,0 days 00:01:30.635000,55.0,2.0,HARD,35.0,1,True,90.635,90.67966666666666,91.444,-0.8089999999999975,-0.08100000000000307,27.0,32.9,59.0,4.5
0 days 02:27:40.847000,PIA,0 days 00:01:32.354000,54.0,2.0,HARD,49.0,1,True,92.354,92.50599999999999,93.89500000000001,-1.541000000000011,-0.25199999999999534,27.0,32.9,59.0,4.5
0 days 02:27:49.018000,ALO,0 days 00:01:31.760000,55.0,2.0,HARD,32.0,1,False,91.76,91.64966666666668,92.394,-0.6340000000000003,0.3059999999999974,27.0,32.9,59.0,4.5
0 days 02:27:51.199000,SAR,0 days 00:01:33.065000,54.0,2.0,HARD,52.0,1,False,93.065,93.33766666666668,93.789,-0.7240000000000038,-1.2609999999999957,27.0,32.9,59.0,4.5
0 days 02:27:55.939000,RUS,0 days 00:01:31.320000,55.0,2.0,HARD,38.0,1,False,91.32,91.50833333333333,94.12,-2.8000000000000114,-0.2950000000000017,27.0,32.8,59.0,3.7
0 days 02:27:59.168000,SAI,0 days 00:01:31.362000,55.0,2.0,HARD,37.0,1,True,91.362,91.63100000000001,92.354,-0.9920000000000044,-0.19200000000000728,27.0,32.8,59.0,3.7
0 days 02:28:13.377000,HAM,0 days 00:01:30.987000,55.0,2.0,MEDIUM,18.0,1,True,90.987,91.22333333333334,91.729,-0.7420000000000044,-0.3160000000000025,27.0,32.8,59.0,3.7
