Driver,LapNumber,LapTime_Seconds,Compound,TyreLife,Stint,TrackTemp,AirTemp,Race
ZHO,40.0,89.081,MEDIUM,3.0,3.0,32.8,26.9,2023_Abu_Dhabi
HAM,40.0,91.279,SOFT,10.0,2.0,29.8,21.5,2023_Britain
ZHO,43.0,78.701,HARD,42.0,2.0,39.5,25.3,2023_Monaco
OCO,17.0,98.911,HARD,7.0,2.0,23.5,18.2,2024_Bahrain
TSU,12.0,81.089,HARD,12.0,2.0,47.25,21.6,2024_Monaco
MAG,27.0,90.691,HARD,5.0,3.0,32.8,26.9,2023_Abu_Dhabi
TSU,26.0,96.662,HARD,19.0,2.0,31.5,25.5,2024_Saudi_Arabia
MAG,40.0,113.598,MEDIUM,15.0,3.0,28.2,17.9,2023_Belgium
BOT,14.0,80.067,HARD,14.0,1.0,39.5,25.3,2023_Monaco
MAG,18.0,97.583,HARD,7.0,2.0,23.5,18.2,2024_Bahrain
GAS,55.0,70.631,MEDIUM,13.0,3.0,46.5,29.5,2024_Austria
RIC,24.0,85.348,HARD,9.0,2.0,48.650000000000006,29.0,2023_Hungary
PIA,53.0,71.512,MEDIUM,12.0,5.0,32.0,22.5,2023_Austria
VER,33.0,92.387,HARD,15.0,2.0,31.6,26.0,2023_Saudi_Arabia
SAR,30.0,112.724,SOFT,1.0,2.0,29.8,21.5,2023_Britain
BOT,40.0,88.159,HARD,36.0,2.0,48.650000000000006,29.0,2023_Hungary
ALO,61.0,79.652,HARD,17.0,3.0,41.150000000000006,24.1,2024_Spain
GAS,51.0,70.594,MEDIUM,9.0,3.0,46.5,29.5,2024_Austria
STR,8.0,103.068,SOFT,8.0,1.0,29.9,18.7,2024_China
SAI,54.0,69.089,HARD,9.0,4.0,32.0,22.5,2023_Austria
PIA,29.0,93.821,HARD,23.0,2.0,31.5,25.5,2024_Saudi_Arabia
NOR,52.0,90.913,SOFT,15.0,3.0,25.4,15.9,2024_Britain
LEC,29.0,92.658,HARD,11.0,2.0,29.8,21.5,2023_Britain
LEC,56.0,83.019,MEDIUM,16.0,3.0,45.1,28.9,2024_Hungary
ALO,50.0,79.334,MEDIUM,50.0,2.0,47.25,21.6,2024_Monaco
PIA,20.0,100.478,MEDIUM,5.0,2.0,29.9,18.7,2024_China
HUL,24.0,90.006,HARD,11.0,2.0,31.3,26.8,2024_Abu_Dhabi
PER,45.0,94.592,SOFT,9.0,3.0,23.5,18.2,2024_Bahrain
STR,38.0,90.403,HARD,17.0,2.0,32.8,26.9,2023_Abu_Dhabi
TSU,10.0,71.852,HARD,9.0,3.0,32.0,22.5,2023_Austria
NOR,42.0,92.202,SOFT,11.0,2.0,31.5,25.5,2024_Saudi_Arabia
TSU,11.0,94.085,SOFT,11.0,1.0,29.8,21.5,2023_Britain
MAG,60.0,100.559,WET,4.0,2.0,39.5,25.3,2023_Monaco
HAM,48.0,77.831,MEDIUM,47.0,2.0,47.25,21.6,2024_Monaco
SAR,25.0,81.033,HARD,8.0,2.0,31.75,22.2,2023_Spain
LEC,18.0,80.915,SOFT,18.0,1.0,41.150000000000006,24.1,2024_Spain
TSU,72.0,89.958,INTERMEDIATE,19.0,2.0,39.5,25.3,2023_Monaco
OCO,36.0,97.229,HARD,6.0,3.0,23.5,18.2,2024_Bahrain
ALB,12.0,93.857,MEDIUM,12.0,1.0,29.8,21.5,2023_Britain
HAM,60.0,75.848,HARD,10.0,3.0,47.25,21.6,2024_Monaco
ZHO,46.0,69.786,HARD,8.0,4.0,32.0,22.5,2023_Austria
PIA,9.0,84.98,MEDIUM,11.0,1.0,48.650000000000006,29.0,2023_Hungary
ALO,17.0,90.308,HARD,6.0,2.0,32.8,26.9,2023_Abu_Dhabi
RIC,21.0,119.371,MEDIUM,7.0,2.0,29.9,18.7,2024_China
PIA,13.0,92.981,MEDIUM,13.0,1.0,32.8,26.9,2023_Abu_Dhabi
HAM,53.0,97.988,HARD,23.0,3.0,30.6,27.1,2023_Bahrain
ALO,43.0,80.435,MEDIUM,25.0,2.0,41.150000000000006,24.1,2024_Spain
ZHO,26.0,81.268,MEDIUM,17.0,2.0,41.150000000000006,24.1,2024_Spain
HAM,6.0,72.037,MEDIUM,6.0,1.0,46.5,29.5,2024_Austria
RUS,59.0,83.295,MEDIUM,13.0,3.0,48.650000000000006,29.0,2023_Hungary
PER,38.0,76.353,MEDIUM,5.0,3.0,39.5,25.3,2023_Monaco
OCO,5.0,79.041,MEDIUM,5.0,1.0,39.5,25.3,2023_Monaco
TSU,55.0,97.945,SOFT,18.0,4.0,30.6,27.1,2023_Bahrain
VER,21.0,89.127,HARD,5.0,2.0,32.8,26.9,2023_Abu_Dhabi
ALB,49.0,70.676,HARD,10.0,3.0,46.5,29.5,2024_Austria
OCO,25.0,77.451,MEDIUM,25.0,1.0,39.5,25.3,2023_Monaco
HUL,4.0,101.004,SOFT,7.0,1.0,30.6,27.1,2023_Bahrain
HUL,28.0,91.58,HARD,15.0,2.0,32.8,26.9,2023_Abu_Dhabi
MAG,13.0,86.335,MEDIUM,13.0,1.0,48.650000000000006,29.0,2023_Hungary
DEV,6.0,96.862,MEDIUM,6.0,1.0,31.6,26.0,2023_Saudi_Arabia
TSU,27.0,93.418,HARD,13.0,2.0,29.8,21.5,2023_Britain
STR,9.0,87.945,HARD,2.0,2.0,38.55,20.7,2024_Australia
HAM,61.0,102.396,INTERMEDIATE,7.0,3.0,39.5,25.3,2023_Monaco
GAS,50.0,69.313,MEDIUM,6.0,4.0,32.0,22.5,2023_Austria
MAG,11.0,92.671,MEDIUM,11.0,1.0,25.4,15.9,2024_Britain
DEV,42.0,70.169,MEDIUM,5.0,4.0,32.0,22.5,2023_Austria
RUS,61.0,101.329,INTERMEDIATE,7.0,2.0,39.5,25.3,2023_Monaco
ALB,16.0,85.501,HARD,10.0,2.0,45.1,28.9,2024_Hungary
SAI,59.0,78.799,HARD,18.0,3.0,31.75,22.2,2023_Spain
ALO,6.0,102.363,MEDIUM,6.0,1.0,29.9,18.7,2024_China
NOR,39.0,79.215,MEDIUM,16.0,2.0,41.150000000000006,24.1,2024_Spain
BOT,26.0,70.162,MEDIUM,5.0,3.0,32.0,22.5,2023_Austria
ZHO,39.0,82.008,HARD,4.0,3.0,38.55,20.7,2024_Australia
HUL,8.0,84.829,HARD,6.0,2.0,45.1,28.9,2024_Hungary
PER,12.0,83.704,MEDIUM,12.0,1.0,38.55,20.7,2024_Australia
HUL,23.0,98.965,HARD,18.0,3.0,39.0,22.1,2024_Japan
ALB,36.0,81.628,HARD,35.0,2.0,47.25,21.6,2024_Monaco
RIC,75.0,78.645,HARD,75.0,2.0,47.25,21.6,2024_Monaco
TSU,17.0,85.438,HARD,11.0,2.0,48.650000000000006,29.0,2023_Hungary
ZHO,45.0,85.209,HARD,12.0,3.0,48.650000000000006,29.0,2023_Hungary
LEC,53.0,78.558,HARD,37.0,3.0,31.75,22.2,2023_Spain
TSU,63.0,74.31,HARD,19.0,3.0,46.5,29.5,2024_Austria
STR,26.0,85.128,HARD,22.0,2.0,48.650000000000006,29.0,2023_Hungary
ALO,28.0,80.404,SOFT,12.0,2.0,31.75,22.2,2023_Spain
ALB,54.0,84.051,HARD,23.0,3.0,48.650000000000006,29.0,2023_Hungary
LEC,38.0,78.528,HARD,37.0,2.0,47.25,21.6,2024_Monaco
BOT,3.0,101.708,HARD,3.0,2.0,32.0,22.5,2023_Austria
ALO,26.0,98.127,HARD,12.0,2.0,30.6,27.1,2023_Bahrain
VER,3.0,98.006,SOFT,6.0,1.0,30.6,27.1,2023_Bahrain
ZHO,30.0,103.157,INTERMEDIATE,4.0,4.0,25.4,15.9,2024_Britain
SAI,10.0,103.238,MEDIUM,10.0,1.0,29.9,18.7,2024_China
ALO,67.0,69.356,MEDIUM,23.0,4.0,32.0,22.5,2023_Austria
ALO,33.0,81.093,MEDIUM,15.0,2.0,41.150000000000006,24.1,2024_Spain
BOT,21.0,81.686,SOFT,13.0,2.0,41.150000000000006,24.1,2024_Spain
HUL,2.0,115.743,MEDIUM,2.0,1.0,28.2,17.9,2023_Belgium
HUL,14.0,83.965,HARD,14.0,1.0,38.55,20.7,2024_Australia
ALO,22.0,116.909,MEDIUM,12.0,2.0,28.2,17.9,2023_Belgium
ZHO,48.0,92.761,SOFT,7.0,2.0,31.5,25.5,2024_Saudi_Arabia
RUS,52.0,84.754,HARD,52.0,1.0,39.5,25.3,2023_Monaco
HAM,31.0,96.975,HARD,19.0,2.0,23.5,18.2,2024_Bahrain
RIC,12.0,98.893,SOFT,15.0,1.0,23.5,18.2,2024_Bahrain
ALB,3.0,87.834,HARD,2.0,2.0,47.25,21.6,2024_Monaco
ZHO,6.0,98.941,SOFT,6.0,1.0,38.55,20.7,2024_Australia
DEV,70.0,91.636,INTERMEDIATE,17.0,2.0,39.5,25.3,2023_Monaco
HUL,2.0,70.217,MEDIUM,2.0,1.0,46.5,29.5,2024_Austria
RUS,57.0,70.064,HARD,11.0,3.0,46.5,29.5,2024_Austria
PER,31.0,70.767,HARD,10.0,2.0,46.5,29.5,2024_Austria
ZHO,56.0,88.058,HARD,21.0,3.0,38.55,20.7,2024_Australia
GAS,77.0,85.607,INTERMEDIATE,23.0,3.0,39.5,25.3,2023_Monaco
SAR,57.0,84.396,HARD,23.0,3.0,48.650000000000006,29.0,2023_Hungary
ALO,19.0,97.072,HARD,4.0,2.0,23.5,18.2,2024_Bahrain
ALO,28.0,81.411,MEDIUM,10.0,2.0,41.150000000000006,24.1,2024_Spain
MAG,16.0,91.91,HARD,11.0,2.0,32.8,26.9,2023_Abu_Dhabi
DEV,47.0,69.898,MEDIUM,10.0,4.0,32.0,22.5,2023_Austria
PER,10.0,81.266,MEDIUM,10.0,1.0,31.75,22.2,2023_Spain
GAS,43.0,96.799,HARD,11.0,4.0,39.0,22.1,2024_Japan
VER,11.0,95.306,MEDIUM,11.0,1.0,31.6,26.0,2023_Saudi_Arabia
SAR,33.0,105.684,INTERMEDIATE,6.0,2.0,25.4,15.9,2024_Britain
SAR,45.0,69.611,HARD,2.0,4.0,32.0,22.5,2023_Austria
RUS,38.0,113.925,MEDIUM,2.0,4.0,39.0,22.1,2024_Japan
STR,49.0,69.812,HARD,13.0,4.0,32.0,22.5,2023_Austria
NOR,51.0,98.017,SOFT,4.0,4.0,31.75,22.2,2023_Spain
MAG,34.0,78.747,HARD,34.0,1.0,39.5,25.3,2023_Monaco
ZHO,22.0,93.679,MEDIUM,22.0,1.0,29.8,21.5,2023_Britain
GAS,10.0,81.711,SOFT,13.0,1.0,41.150000000000006,24.1,2024_Spain
ZHO,37.0,72.234,MEDIUM,9.0,2.0,46.5,29.5,2024_Austria
PIA,28.0,70.361,HARD,6.0,4.0,32.0,22.5,2023_Austria
PER,70.0,118.066,WET,13.0,5.0,39.5,25.3,2023_Monaco
ZHO,42.0,85.037,HARD,9.0,3.0,48.650000000000006,29.0,2023_Hungary
NOR,61.0,70.037,MEDIUM,10.0,3.0,46.5,29.5,2024_Austria
PIA,17.0,79.053,HARD,17.0,1.0,39.5,25.3,2023_Monaco
NOR,32.0,70.563,HARD,18.0,3.0,32.0,22.5,2023_Austria
NOR,5.0,95.929,HARD,3.0,2.0,31.6,26.0,2023_Saudi_Arabia
VER,56.0,68.623,MEDIUM,8.0,3.0,46.5,29.5,2024_Austria
PER,38.0,111.42,SOFT,9.0,3.0,28.2,17.9,2023_Belgium
LEC,34.0,83.207,HARD,11.0,2.0,45.1,28.9,2024_Hungary
STR,66.0,84.217,HARD,36.0,3.0,48.650000000000006,29.0,2023_Hungary
HUL,57.0,112.103,HARD,22.0,3.0,38.55,20.7,2024_Australia
DEV,64.0,98.636,INTERMEDIATE,11.0,2.0,39.5,25.3,2023_Monaco
LEC,68.0,82.87,MEDIUM,28.0,3.0,45.1,28.9,2024_Hungary
ZHO,26.0,85.944,HARD,21.0,2.0,48.650000000000006,29.0,2023_Hungary
HAM,30.0,83.485,HARD,14.0,2.0,45.1,28.9,2024_Hungary
STR,23.0,71.033,MEDIUM,3.0,2.0,46.5,29.5,2024_Austria
SAI,31.0,88.388,HARD,6.0,2.0,31.3,26.8,2024_Abu_Dhabi
GAS,31.0,71.789,HARD,11.0,2.0,46.5,29.5,2024_Austria
COL,15.0,92.892,HARD,12.0,2.0,31.3,26.8,2024_Abu_Dhabi
HAM,76.0,75.245,HARD,26.0,3.0,47.25,21.6,2024_Monaco
SAR,3.0,82.124,MEDIUM,3.0,1.0,31.75,22.2,2023_Spain
GAS,14.0,91.457,MEDIUM,14.0,1.0,32.8,26.9,2023_Abu_Dhabi
PIA,69.0,84.439,MEDIUM,30.0,3.0,48.650000000000006,29.0,2023_Hungary
GAS,14.0,114.014,SOFT,14.0,1.0,28.2,17.9,2023_Belgium
PIA,44.0,88.489,HARD,8.0,3.0,32.8,26.9,2023_Abu_Dhabi
BOT,3.0,82.033,SOFT,3.0,1.0,31.75,22.2,2023_Spain
PER,28.0,82.152,HARD,14.0,2.0,38.55,20.7,2024_Australia
NOR,5.0,89.104,MEDIUM,5.0,1.0,31.3,26.8,2024_Abu_Dhabi
GAS,9.0,104.201,SOFT,9.0,1.0,30.6,27.1,2023_Bahrain
MAG,8.0,89.979,HARD,1.0,2.0,38.55,20.7,2024_Australia
PIA,37.0,107.533,HARD,1.0,3.0,32.8,26.9,2023_Abu_Dhabi
MAG,29.0,117.805,MEDIUM,2.0,3.0,29.9,18.7,2024_China
BOT,18.0,78.764,HARD,18.0,1.0,39.5,25.3,2023_Monaco
TSU,59.0,78.904,MEDIUM,25.0,3.0,31.75,22.2,2023_Spain
MAG,24.0,71.855,HARD,22.0,3.0,32.0,22.5,2023_Austria
ZHO,73.0,75.233,SOFT,3.0,3.0,47.25,21.6,2024_Monaco
ALO,17.0,83.26,SOFT,17.0,1.0,41.150000000000006,24.1,2024_Spain
ZHO,23.0,96.346,MEDIUM,5.0,3.0,31.6,26.0,2023_Saudi_Arabia
NOR,29.0,69.604,HARD,6.0,2.0,46.5,29.5,2024_Austria
VER,29.0,78.795,MEDIUM,28.0,2.0,47.25,21.6,2024_Monaco
HUL,26.0,99.042,HARD,21.0,3.0,39.0,22.1,2024_Japan
OCO,12.0,81.696,SOFT,15.0,1.0,31.75,22.2,2023_Spain
LAW,12.0,91.887,MEDIUM,12.0,1.0,31.3,26.8,2024_Abu_Dhabi
TSU,31.0,86.376,HARD,25.0,2.0,48.650000000000006,29.0,2023_Hungary
STR,45.0,93.008,SOFT,17.0,2.0,29.8,21.5,2023_Britain
TSU,31.0,94.929,HARD,14.0,2.0,31.6,26.0,2023_Saudi_Arabia
BOT,13.0,91.887,HARD,13.0,1.0,32.8,26.9,2023_Abu_Dhabi
TSU,62.0,70.698,MEDIUM,19.0,5.0,32.0,22.5,2023_Austria
SAR,17.0,70.876,HARD,3.0,3.0,32.0,22.5,2023_Austria
LEC,69.0,76.373,HARD,68.0,2.0,47.25,21.6,2024_Monaco
MAG,23.0,121.576,HARD,1.0,3.0,39.0,22.1,2024_Japan
STR,64.0,69.129,MEDIUM,10.0,5.0,32.0,22.5,2023_Austria
ZHO,9.0,90.42,MEDIUM,9.0,1.0,31.3,26.8,2024_Abu_Dhabi
HUL,33.0,92.455,HARD,20.0,2.0,32.8,26.9,2023_Abu_Dhabi
SAR,22.0,90.434,HARD,7.0,2.0,32.8,26.9,2023_Abu_Dhabi
MAG,18.0,89.837,HARD,6.0,2.0,31.3,26.8,2024_Abu_Dhabi
GAS,6.0,90.886,MEDIUM,6.0,1.0,32.8,26.9,2023_Abu_Dhabi
SAI,30.0,98.601,HARD,17.0,2.0,30.6,27.1,2023_Bahrain
BOT,15.0,91.436,HARD,15.0,1.0,32.8,26.9,2023_Abu_Dhabi
OCO,49.0,79.614,HARD,12.0,3.0,41.150000000000006,24.1,2024_Spain
ZHO,60.0,79.07,HARD,24.0,3.0,31.75,22.2,2023_Spain
GAS,11.0,93.836,MEDIUM,11.0,1.0,29.8,21.5,2023_Britain
TSU,24.0,100.109,HARD,14.0,2.0,30.6,27.1,2023_Bahrain
ALO,42.0,84.692,HARD,26.0,2.0,48.650000000000006,29.0,2023_Hungary
ALB,52.0,115.852,HARD,34.0,2.0,39.5,25.3,2023_Monaco
RIC,5.0,98.806,SOFT,5.0,1.0,38.55,20.7,2024_Australia
LEC,61.0,102.262,INTERMEDIATE,6.0,3.0,39.5,25.3,2023_Monaco
RIC,14.0,81.391,HARD,14.0,2.0,47.25,21.6,2024_Monaco
ZHO,9.0,101.526,SOFT,9.0,1.0,30.6,27.1,2023_Bahrain
LEC,2.0,96.907,SOFT,2.0,1.0,31.6,26.0,2023_Saudi_Arabia
NOR,3.0,95.079,MEDIUM,3.0,1.0,31.5,25.5,2024_Saudi_Arabia
ALO,10.0,85.503,MEDIUM,13.0,1.0,48.650000000000006,29.0,2023_Hungary
HUL,15.0,115.586,SOFT,3.0,2.0,28.2,17.9,2023_Belgium
ALO,17.0,81.193,SOFT,20.0,1.0,31.75,22.2,2023_Spain
GAS,32.0,83.245,HARD,15.0,2.0,38.55,20.7,2024_Australia
ALO,45.0,79.956,MEDIUM,45.0,2.0,47.25,21.6,2024_Monaco
MAG,45.0,80.884,HARD,16.0,3.0,41.150000000000006,24.1,2024_Spain
HAM,50.0,87.735,MEDIUM,17.0,2.0,31.3,26.8,2024_Abu_Dhabi
GAS,50.0,81.023,MEDIUM,49.0,2.0,47.25,21.6,2024_Monaco
VER,17.0,99.896,SOFT,20.0,1.0,23.5,18.2,2024_Bahrain
HUL,23.0,99.866,HARD,12.0,2.0,30.6,27.1,2023_Bahrain
GAS,3.0,138.362,HARD,2.0,2.0,39.0,22.1,2024_Japan
HAM,45.0,101.098,HARD,24.0,3.0,29.9,18.7,2024_China
ALO,8.0,99.959,SOFT,11.0,1.0,30.6,27.1,2023_Bahrain
BOT,35.0,83.887,HARD,19.0,2.0,45.1,28.9,2024_Hungary
VER,22.0,79.869,MEDIUM,22.0,1.0,31.75,22.2,2023_Spain
SAI,3.0,97.08,SOFT,6.0,1.0,23.5,18.2,2024_Bahrain
BOT,21.0,75.575,HARD,21.0,2.0,32.0,22.5,2023_Austria
GAS,49.0,81.34,HARD,8.0,3.0,38.55,20.7,2024_Australia
ALO,25.0,90.951,HARD,14.0,2.0,32.8,26.9,2023_Abu_Dhabi
MAG,27.0,72.987,HARD,25.0,3.0,32.0,22.5,2023_Austria
GAS,18.0,72.449,MEDIUM,18.0,1.0,46.5,29.5,2024_Austria
GAS,35.0,71.074,HARD,21.0,3.0,32.0,22.5,2023_Austria
RUS,57.0,103.554,INTERMEDIATE,3.0,2.0,39.5,25.3,2023_Monaco
SAR,15.0,85.2,HARD,5.0,2.0,48.650000000000006,29.0,2023_Hungary
ZHO,49.0,79.276,HARD,13.0,3.0,31.75,22.2,2023_Spain
RUS,38.0,77.195,HARD,38.0,1.0,39.5,25.3,2023_Monaco
VER,32.0,79.891,MEDIUM,15.0,2.0,41.150000000000006,24.1,2024_Spain
MAG,32.0,97.644,SOFT,3.0,3.0,30.6,27.1,2023_Bahrain
HUL,39.0,98.184,HARD,13.0,3.0,30.6,27.1,2023_Bahrain
RIC,68.0,85.525,HARD,40.0,3.0,45.1,28.9,2024_Hungary
RUS,30.0,84.762,HARD,30.0,1.0,45.1,28.9,2024_Hungary
SAI,9.0,97.98,MEDIUM,8.0,2.0,39.0,22.1,2024_Japan
BOT,56.0,70.938,HARD,16.0,4.0,32.0,22.5,2023_Austria
PER,3.0,76.387,HARD,2.0,2.0,39.5,25.3,2023_Monaco
STR,36.0,96.086,HARD,9.0,3.0,23.5,18.2,2024_Bahrain
STR,30.0,70.953,HARD,15.0,3.0,32.0,22.5,2023_Austria
HAM,57.0,82.885,HARD,17.0,3.0,45.1,28.9,2024_Hungary
GAS,37.0,80.466,MEDIUM,18.0,2.0,31.75,22.2,2023_Spain
ZHO,15.0,96.053,MEDIUM,15.0,1.0,31.5,25.5,2024_Saudi_Arabia
TSU,6.0,83.445,MEDIUM,6.0,1.0,38.55,20.7,2024_Australia
PIA,44.0,80.395,HARD,6.0,3.0,38.55,20.7,2024_Australia
OCO,23.0,137.613,HARD,14.0,2.0,29.9,18.7,2024_China
BOT,34.0,126.68,SOFT,2.0,2.0,29.8,21.5,2023_Britain
NOR,8.0,88.86,MEDIUM,8.0,1.0,31.3,26.8,2024_Abu_Dhabi
STR,70.0,68.896,MEDIUM,16.0,5.0,32.0,22.5,2023_Austria
MAG,42.0,97.968,HARD,20.0,3.0,39.0,22.1,2024_Japan
TSU,15.0,81.553,MEDIUM,6.0,2.0,41.150000000000006,24.1,2024_Spain
HUL,46.0,101.518,HARD,23.0,3.0,29.9,18.7,2024_China
ALO,44.0,117.277,MEDIUM,1.0,4.0,29.9,18.7,2024_China
STR,20.0,93.489,MEDIUM,21.0,1.0,29.8,21.5,2023_Britain
TSU,24.0,96.637,HARD,2.0,4.0,39.0,22.1,2024_Japan
OCO,22.0,115.208,MEDIUM,1.0,3.0,25.4,15.9,2024_Britain
ZHO,39.0,84.258,HARD,3.0,3.0,45.1,28.9,2024_Hungary
RIC,7.0,99.193,SOFT,10.0,1.0,23.5,18.2,2024_Bahrain
VER,23.0,112.905,MEDIUM,9.0,2.0,28.2,17.9,2023_Belgium
GAS,29.0,98.012,HARD,4.0,3.0,30.6,27.1,2023_Bahrain
LEC,58.0,78.863,HARD,42.0,3.0,31.75,22.2,2023_Spain
LEC,12.0,80.252,HARD,11.0,2.0,47.25,21.6,2024_Monaco
ALO,21.0,85.217,MEDIUM,15.0,2.0,45.1,28.9,2024_Hungary
NOR,18.0,80.447,SOFT,18.0,1.0,41.150000000000006,24.1,2024_Spain
ALO,44.0,75.313,MEDIUM,29.0,3.0,32.0,22.5,2023_Austria
LEC,33.0,74.757,MEDIUM,17.0,3.0,46.5,29.5,2024_Austria
ALB,23.0,95.363,HARD,16.0,2.0,31.5,25.5,2024_Saudi_Arabia
OCO,51.0,80.01,HARD,14.0,3.0,41.150000000000006,24.1,2024_Spain
STR,49.0,80.93,HARD,13.0,3.0,38.55,20.7,2024_Australia
BOT,15.0,102.391,HARD,6.0,2.0,29.9,18.7,2024_China
PER,30.0,85.518,MEDIUM,2.0,2.0,45.1,28.9,2024_Hungary
SAR,70.0,118.263,INTERMEDIATE,18.0,4.0,39.5,25.3,2023_Monaco
PER,31.0,89.413,HARD,14.0,2.0,32.8,26.9,2023_Abu_Dhabi
HAM,30.0,97.244,HARD,18.0,2.0,23.5,18.2,2024_Bahrain
HUL,49.0,92.08,SOFT,17.0,3.0,29.8,21.5,2023_Britain
ALB,47.0,89.471,HARD,35.0,2.0,31.3,26.8,2024_Abu_Dhabi
HUL,38.0,84.033,HARD,9.0,3.0,45.1,28.9,2024_Hungary
MAG,6.0,126.556,MEDIUM,1.0,2.0,28.2,17.9,2023_Belgium
SAI,14.0,91.416,HARD,14.0,1.0,32.8,26.9,2023_Abu_Dhabi
RIC,10.0,98.782,SOFT,13.0,1.0,23.5,18.2,2024_Bahrain
NOR,45.0,92.205,SOFT,14.0,2.0,31.5,25.5,2024_Saudi_Arabia
VER,26.0,101.491,MEDIUM,26.0,1.0,25.4,15.9,2024_Britain
STR,33.0,99.609,HARD,11.0,4.0,39.0,22.1,2024_Japan
PER,19.0,84.567,HARD,22.0,1.0,48.650000000000006,29.0,2023_Hungary
ALB,17.0,94.873,MEDIUM,17.0,1.0,25.4,15.9,2024_Britain
STR,35.0,79.497,MEDIUM,35.0,2.0,47.25,21.6,2024_Monaco
ALB,61.0,80.002,SOFT,18.0,3.0,41.150000000000006,24.1,2024_Spain
STR,38.0,96.356,SOFT,4.0,5.0,39.0,22.1,2024_Japan
PIA,7.0,82.246,SOFT,9.0,1.0,31.75,22.2,2023_Spain
SAR,55.0,102.913,HARD,31.0,3.0,29.9,18.7,2024_China
PER,27.0,85.554,HARD,27.0,1.0,45.1,28.9,2024_Hungary
NOR,18.0,100.528,HARD,1.0,2.0,48.650000000000006,29.0,2023_Hungary
OCO,39.0,79.368,HARD,4.0,3.0,31.75,22.2,2023_Spain
DEV,11.0,105.46,SOFT,11.0,1.0,30.6,27.1,2023_Bahrain
GAS,25.0,99.034,MEDIUM,9.0,3.0,39.0,22.1,2024_Japan
ALO,49.0,88.5,HARD,14.0,3.0,32.8,26.9,2023_Abu_Dhabi
RUS,66.0,69.791,MEDIUM,25.0,4.0,32.0,22.5,2023_Austria
ALO,47.0,91.828,SOFT,17.0,2.0,29.8,21.5,2023_Britain
HAM,62.0,69.699,MEDIUM,20.0,4.0,32.0,22.5,2023_Austria
LEC,58.0,69.222,HARD,11.0,4.0,32.0,22.5,2023_Austria
HAM,22.0,99.823,HARD,21.0,2.0,39.0,22.1,2024_Japan
LEC,29.0,80.348,SOFT,13.0,2.0,31.75,22.2,2023_Spain
MAG,12.0,81.47,MEDIUM,2.0,2.0,41.150000000000006,24.1,2024_Spain
ALB,3.0,86.796,MEDIUM,3.0,1.0,48.650000000000006,29.0,2023_Hungary
RIC,49.0,88.791,HARD,18.0,3.0,32.8,26.9,2023_Abu_Dhabi
ALB,21.0,70.996,HARD,7.0,3.0,32.0,22.5,2023_Austria
PIA,16.0,94.379,HARD,10.0,2.0,31.5,25.5,2024_Saudi_Arabia
ALB,26.0,96.633,HARD,19.0,2.0,31.5,25.5,2024_Saudi_Arabia
GAS,74.0,76.689,MEDIUM,73.0,2.0,47.25,21.6,2024_Monaco
RUS,45.0,92.573,HARD,38.0,2.0,31.5,25.5,2024_Saudi_Arabia
BOT,28.0,81.765,HARD,14.0,3.0,47.25,21.6,2024_Monaco
OCO,18.0,80.571,MEDIUM,5.0,2.0,41.150000000000006,24.1,2024_Spain
RUS,19.0,82.4,HARD,11.0,2.0,38.55,20.7,2024_Australia
LEC,19.0,80.553,SOFT,3.0,2.0,31.75,22.2,2023_Spain
TSU,27.0,78.465,MEDIUM,27.0,1.0,39.5,25.3,2023_Monaco
GAS,41.0,96.571,HARD,10.0,3.0,23.5,18.2,2024_Bahrain
PIA,51.0,88.748,MEDIUM,13.0,3.0,25.4,15.9,2024_Britain
NOR,37.0,81.662,HARD,24.0,2.0,38.55,20.7,2024_Australia
NOR,18.0,89.222,MEDIUM,18.0,1.0,31.3,26.8,2024_Abu_Dhabi
GAS,27.0,79.477,MEDIUM,8.0,2.0,31.75,22.2,2023_Spain
NOR,37.0,78.303,MEDIUM,37.0,1.0,39.5,25.3,2023_Monaco
ALB,41.0,78.825,HARD,23.0,2.0,39.5,25.3,2023_Monaco
NOR,14.0,81.66,SOFT,14.0,1.0,41.150000000000006,24.1,2024_Spain
VER,55.0,95.184,SOFT,18.0,3.0,23.5,18.2,2024_Bahrain
STR,13.0,82.185,SOFT,13.0,1.0,41.150000000000006,24.1,2024_Spain
PIA,24.0,96.884,HARD,12.0,2.0,23.5,18.2,2024_Bahrain
DEV,23.0,82.426,HARD,14.0,2.0,31.75,22.2,2023_Spain
MAG,16.0,71.411,HARD,6.0,2.0,46.5,29.5,2024_Austria
PER,32.0,92.506,HARD,25.0,2.0,31.5,25.5,2024_Saudi_Arabia
RUS,3.0,81.103,SOFT,6.0,1.0,41.150000000000006,24.1,2024_Spain
LEC,58.0,83.635,HARD,19.0,3.0,48.650000000000006,29.0,2023_Hungary
HAM,7.0,96.093,HARD,7.0,1.0,31.6,26.0,2023_Saudi_Arabia
NOR,11.0,96.1,HARD,9.0,2.0,31.6,26.0,2023_Saudi_Arabia
MAG,4.0,93.11,MEDIUM,4.0,1.0,25.4,15.9,2024_Britain
HUL,10.0,78.028,HARD,9.0,2.0,39.5,25.3,2023_Monaco
PER,19.0,96.436,MEDIUM,4.0,3.0,39.0,22.1,2024_Japan
SAI,50.0,82.777,HARD,9.0,3.0,48.650000000000006,29.0,2023_Hungary
